Archive Date,Group,Hospital HIPE,Hospital,Specialty HIPE,Speciality,Adult/Child,Age Profile,Time Band,Total
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,0-15,15-18 Months,87
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,0-15,18+ Months,396
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64, 0-3 Months,11
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64, 3-6 Months,6
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64, 6-9 Months,7
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64, 9-12 Months,12
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64,12-15 Months,8
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64,15-18 Months,5
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64,18+ Months,53
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,0-15, 0-3 Months,53
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,0-15, 3-6 Months,16
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,0-15, 6-9 Months,13
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,0-15, 9-12 Months,8
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,0-15,12-15 Months,7
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,0-15,15-18 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,16-64, 0-3 Months,5
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,16-64, 3-6 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,16-64, 6-9 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,16-64, 9-12 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,16-64,12-15 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,16-64,18+ Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2300,Nephrology,Child,0-15, 0-3 Months,91
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2300,Nephrology,Child,0-15, 3-6 Months,42
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2300,Nephrology,Child,0-15, 6-9 Months,24
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2300,Nephrology,Child,0-15, 9-12 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2300,Nephrology,Child,0-15,12-15 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2300,Nephrology,Child,0-15,18+ Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2300,Nephrology,Child,16-64, 0-3 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2300,Nephrology,Child,16-64, 3-6 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,0-15, 0-3 Months,266
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,0-15, 3-6 Months,162
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,0-15, 6-9 Months,115
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,0-15, 9-12 Months,97
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,0-15,12-15 Months,89
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,0-15,15-18 Months,68
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,0-15,18+ Months,336
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,16-64, 0-3 Months,4
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,16-64, 3-6 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,16-64, 6-9 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,16-64, 9-12 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,16-64,12-15 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,16-64,15-18 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2400,Respiratory Medicine,Child,16-64,18+ Months,11
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15, 0-3 Months,95
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15, 3-6 Months,109
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15, 6-9 Months,98
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15, 9-12 Months,96
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15,12-15 Months,55
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15,15-18 Months,43
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15,18+ Months,383
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64, 0-3 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64, 3-6 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64, 6-9 Months,6
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64, 9-12 Months,5
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64,12-15 Months,11
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64,15-18 Months,5
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64,18+ Months,119
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Child,0-15, 0-3 Months,706
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Child,0-15, 3-6 Months,373
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Child,0-15, 6-9 Months,203
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Child,0-15, 9-12 Months,62
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Child,0-15,12-15 Months,57
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Child,0-15,15-18 Months,18
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Child,0-15,18+ Months,29
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Child,16-64, 0-3 Months,5
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Child,16-64, 3-6 Months,4
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Child,16-64, 6-9 Months,8
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Child,16-64, 9-12 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2600,General Surgery,Child,16-64,18+ Months,4
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2700,Infectious Diseases,Child,0-15, 0-3 Months,84
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2700,Infectious Diseases,Child,0-15, 3-6 Months,18
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2700,Infectious Diseases,Child,0-15, 6-9 Months,6
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2700,Infectious Diseases,Child,0-15, 9-12 Months,4
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2700,Infectious Diseases,Child,0-15,12-15 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2700,Infectious Diseases,Child,16-64, 0-3 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2700,Infectious Diseases,Child,16-64, 9-12 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,2700,Infectious Diseases,Child,16-64,12-15 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,5000,General Medicine,Child,0-15, 0-3 Months,18
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,5000,General Medicine,Child,0-15, 3-6 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,5000,General Medicine,Child,0-15,15-18 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,5000,General Medicine,Child,0-15,18+ Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6200,Clinical Neurophysiology,Child,0-15, 0-3 Months,8
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6200,Clinical Neurophysiology,Child,0-15, 3-6 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics, ,65+, 3-6 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics, ,65+, 6-9 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics, ,65+, 9-12 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics, ,65+,12-15 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics, ,65+,18+ Months,10
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15, 0-3 Months,138
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15, 3-6 Months,189
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15, 6-9 Months,202
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15, 9-12 Months,159
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15,12-15 Months,149
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15,15-18 Months,152
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15,18+ Months,529
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64, 0-3 Months,27
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64, 3-6 Months,72
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64, 6-9 Months,64
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64, 9-12 Months,48
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64,12-15 Months,41
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64,15-18 Months,44
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64,18+ Months,205
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+, 0-3 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+, 3-6 Months,4
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+, 6-9 Months,3
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+, 9-12 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+,12-15 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+,15-18 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,65+,18+ Months,5
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,0-15, 0-3 Months,182
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,0-15, 3-6 Months,58
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,0-15, 6-9 Months,49
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,0-15, 9-12 Months,63
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,0-15,12-15 Months,25
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,16-64, 0-3 Months,8
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,16-64, 6-9 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,16-64, 9-12 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,16-64,12-15 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15, 0-3 Months,158
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,0-15, 3-6 Months,15
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,16-64, 0-3 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,0-15, 0-3 Months,37
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,0-15, 3-6 Months,4
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,0-15, 9-12 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7600,Cardio-Thoracic Surgery,Child,16-64, 0-3 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7700,Metabolic Medicine,Child,0-15, 0-3 Months,36
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7700,Metabolic Medicine,Child,0-15, 3-6 Months,17
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7700,Metabolic Medicine,Child,0-15, 6-9 Months,6
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7700,Metabolic Medicine,Child,0-15, 9-12 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7700,Metabolic Medicine,Child,16-64, 3-6 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Child,0-15, 0-3 Months,245
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Child,0-15, 3-6 Months,212
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Child,0-15, 6-9 Months,125
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Child,0-15, 9-12 Months,76
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Child,0-15,12-15 Months,64
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Child,0-15,15-18 Months,39
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Child,0-15,18+ Months,33
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Child,16-64, 0-3 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Child,16-64, 3-6 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Child,16-64, 9-12 Months,1
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7800,Urology,Child,16-64,12-15 Months,2
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15, 0-3 Months,257
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15, 3-6 Months,178
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15, 6-9 Months,131
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15, 9-12 Months,117
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15,12-15 Months,100
31/01/2019,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15,15-18 Months,87
